timestamp,open,high,low,close,volume,vwap,transactions
2025-08-29 04:00:00,647.89,648.48,647.79,647.84,3341.0,647.8737,62
2025-08-29 04:01:00,647.98,648.01,647.98,648.01,651.0,648.0081,25
2025-08-29 04:02:00,648.0,648.02,647.99,648.02,1389.0,648.0007,44
2025-08-29 04:03:00,647.93,647.93,647.93,647.93,323.0,647.9352,19
2025-08-29 04:04:00,647.86,647.87,647.72,647.72,2481.0,647.8183,42
2025-08-29 04:05:00,647.7,647.7,647.67,647.67,927.0,647.6814,27
2025-08-29 04:06:00,647.64,647.65,647.64,647.65,452.0,647.6428,17
2025-08-29 04:07:00,647.7,647.7,647.7,647.7,662.0,647.6944,19
2025-08-29 04:08:00,647.7,647.7,647.62,647.62,650.0,647.6439,18
2025-08-29 04:09:00,647.6,647.6,647.6,647.6,1307.0,647.5999,31
2025-08-29 04:10:00,647.61,647.61,647.58,647.58,743.0,647.5967,28
2025-08-29 04:11:00,647.52,647.52,647.5,647.5,1419.0,647.5124,23
2025-08-29 04:12:00,647.5,647.5,647.5,647.5,2332.0,647.497,38
2025-08-29 04:13:00,647.48,647.48,647.43,647.43,1185.0,647.4545,30
2025-08-29 04:14:00,647.37,647.37,647.37,647.37,388.0,647.369,16
2025-08-29 04:15:00,647.33,647.33,647.33,647.33,574.0,647.3844,18
2025-08-29 04:16:00,647.31,647.31,647.31,647.31,502.0,647.336,16
2025-08-29 04:17:00,647.44,647.48,647.44,647.47,2355.0,647.4624,47
2025-08-29 04:18:00,647.53,647.53,647.5,647.5,445.0,647.5067,9
2025-08-29 04:19:00,647.45,647.45,647.45,647.45,312.0,647.4462,11
2025-08-29 04:20:00,647.34,647.44,647.34,647.44,726.0,647.4029,22
2025-08-29 04:21:00,647.48,647.5,647.48,647.5,761.0,647.4879,16
2025-08-29 04:23:00,647.52,647.52,647.52,647.52,283.0,647.5056,10
2025-08-29 04:26:00,647.51,647.51,647.51,647.51,269.0,647.5305,8
2025-08-29 04:27:00,647.5,647.5,647.46,647.46,465.0,647.5056,16
2025-08-29 04:28:00,647.53,647.53,647.53,647.53,500.0,647.528,9
2025-08-29 04:29:00,647.55,647.55,647.55,647.55,255.0,647.5417,7
2025-08-29 04:31:00,647.52,647.52,647.51,647.51,237.0,647.5165,9
2025-08-29 04:33:00,647.64,647.64,647.64,647.64,143.0,647.6329,5
2025-08-29 04:35:00,647.6,647.6,647.6,647.6,305.0,647.5995,6
2025-08-29 04:37:00,647.6,647.6,647.52,647.57,1146.0,647.5513,19
2025-08-29 04:39:00,647.54,647.54,647.54,647.54,598.0,647.5382,14
2025-08-29 04:40:00,647.44,647.44,647.44,647.44,232.0,647.4632,14
2025-08-29 04:43:00,647.5,647.52,647.5,647.52,407.0,647.5077,12
2025-08-29 04:47:00,647.35,647.35,647.35,647.35,106.0,647.3509,4
2025-08-29 04:50:00,647.39,647.39,647.39,647.39,553.0,647.3923,17
2025-08-29 04:51:00,647.38,647.38,647.15,647.15,6477.0,647.2781,133
2025-08-29 04:52:00,647.13,647.16,647.08,647.08,2247.0,647.1286,44
2025-08-29 04:54:00,647.1,647.14,647.0,647.13,3132.0,647.0804,65
2025-08-29 04:55:00,647.14,647.14,647.14,647.14,606.0,647.1119,18
2025-08-29 04:56:00,647.01,647.01,646.95,647.01,6195.0,646.9934,95
2025-08-29 04:57:00,646.9,646.97,646.9,646.97,1737.0,646.9447,27
2025-08-29 04:58:00,646.93,646.93,646.88,646.88,1099.0,646.8964,18
2025-08-29 04:59:00,646.86,646.86,646.86,646.86,475.0,646.8522,19
2025-08-29 05:00:00,646.97,646.98,646.83,646.84,1198.0,646.9074,20
2025-08-29 05:01:00,646.81,646.81,646.8,646.8,2090.0,646.8009,29
2025-08-29 05:02:00,646.71,646.71,646.52,646.52,3017.0,646.6454,69
2025-08-29 05:04:00,646.84,646.84,646.84,646.84,289.0,646.7854,18
2025-08-29 05:05:00,646.83,646.83,646.83,646.83,591.0,646.8316,5
2025-08-29 05:06:00,646.87,646.88,646.87,646.88,643.0,646.894,20
2025-08-29 05:07:00,646.87,646.87,646.86,646.86,712.0,646.8666,13
2025-08-29 05:08:00,646.79,646.79,646.75,646.75,901.0,646.7703,11
2025-08-29 05:09:00,646.96,646.96,646.96,646.96,243.0,646.9239,9
2025-08-29 05:10:00,646.88,646.91,646.86,646.91,2637.0,646.8858,31
2025-08-29 05:11:00,646.93,647.0,646.93,647.0,1312.0,646.9632,41
2025-08-29 05:15:00,647.14,647.14,647.08,647.08,686.0,647.0934,17
2025-08-29 05:16:00,647.08,647.13,647.08,647.12,2826.0,647.1138,35
2025-08-29 05:18:00,647.08,647.08,647.05,647.05,1407.0,647.0696,21
2025-08-29 05:23:00,647.17,647.18,647.16,647.18,1078.0,647.1694,18
2025-08-29 05:25:00,647.19,647.19,647.19,647.19,313.0,647.175,7
2025-08-29 05:26:00,647.19,647.19,647.15,647.15,670.0,647.1641,4
2025-08-29 05:27:00,647.13,647.13,647.13,647.13,103.0,647.1303,2
2025-08-29 05:30:00,647.21,647.21,647.21,647.21,224.0,647.2067,7
2025-08-29 05:32:00,647.21,647.22,647.21,647.22,1039.0,647.2191,15
2025-08-29 05:33:00,647.24,647.24,647.24,647.24,245.0,647.2353,4
2025-08-29 05:34:00,647.14,647.22,647.14,647.22,3141.0,647.192,35
2025-08-29 05:35:00,647.24,647.24,647.24,647.24,415.0,647.2489,10
2025-08-29 05:37:00,647.27,647.27,647.27,647.27,638.0,647.2675,14
2025-08-29 05:38:00,647.27,647.27,647.26,647.26,266.0,647.2633,5
2025-08-29 05:39:00,647.26,647.26,647.26,647.26,152.0,647.2607,6
2025-08-29 05:42:00,647.22,647.22,647.17,647.21,3265.0,647.2062,40
2025-08-29 05:44:00,647.18,647.18,647.18,647.18,618.0,647.18,13
2025-08-29 05:48:00,647.34,647.34,647.32,647.32,610.0,647.331,9
2025-08-29 05:49:00,647.34,647.34,647.3,647.3,834.0,647.3338,9
2025-08-29 05:50:00,647.22,647.22,647.22,647.22,536.0,647.2219,6
2025-08-29 05:52:00,647.27,647.27,647.27,647.27,591.0,647.2745,10
2025-08-29 05:56:00,647.26,647.27,647.26,647.27,700.0,647.2614,12
