timestamp,open,high,low,close,volume,vwap,transactions
2025-08-29 09:30:00,0.15,0.18,0.15,0.18,17,0.1618,5
2025-08-29 09:31:00,0.16,0.17,0.15,0.16,29,0.16,12
2025-08-29 09:32:00,0.16,0.16,0.15,0.15,22,0.1505,7
2025-08-29 09:33:00,0.15,0.15,0.15,0.15,13,0.15,9
2025-08-29 09:34:00,0.16,0.16,0.16,0.16,9,0.16,3
2025-08-29 09:35:00,0.15,0.16,0.15,0.16,75,0.1527,6
2025-08-29 09:36:00,0.15,0.15,0.15,0.15,1,0.15,1
2025-08-29 09:39:00,0.17,0.17,0.16,0.16,3,0.1667,2
2025-08-29 09:40:00,0.17,0.17,0.16,0.17,12,0.1667,10
2025-08-29 09:41:00,0.17,0.18,0.16,0.16,13,0.17,8
2025-08-29 09:42:00,0.15,0.16,0.15,0.16,10,0.157,4
2025-08-29 09:43:00,0.16,0.17,0.16,0.16,11,0.1655,5
2025-08-29 09:44:00,0.16,0.17,0.16,0.16,12,0.1658,6
2025-08-29 09:45:00,0.17,0.17,0.17,0.17,11,0.17,3
2025-08-29 09:46:00,0.18,0.19,0.18,0.19,14,0.1879,6
2025-08-29 09:47:00,0.21,0.22,0.21,0.22,21,0.2129,12
2025-08-29 09:48:00,0.22,0.22,0.21,0.22,10,0.217,5
2025-08-29 09:49:00,0.23,0.24,0.23,0.24,11,0.2391,3
2025-08-29 09:50:00,0.24,0.28,0.24,0.25,23,0.267,8
2025-08-29 09:51:00,0.26,0.26,0.24,0.25,16,0.2519,7
2025-08-29 09:52:00,0.24,0.25,0.24,0.25,13,0.2454,4
2025-08-29 09:53:00,0.24,0.24,0.24,0.24,7,0.24,3
2025-08-29 09:54:00,0.25,0.26,0.25,0.26,103,0.2599,6
2025-08-29 09:55:00,0.26,0.28,0.25,0.28,51,0.259,8
2025-08-29 09:56:00,0.29,0.32,0.28,0.32,134,0.3093,31
2025-08-29 09:57:00,0.32,0.34,0.3,0.32,70,0.3137,25
2025-08-29 09:58:00,0.31,0.32,0.3,0.3,205,0.3095,36
2025-08-29 09:59:00,0.3,0.34,0.29,0.32,409,0.3148,121
2025-08-29 10:00:00,0.31,0.34,0.25,0.25,445,0.3009,178
2025-08-29 10:01:00,0.25,0.29,0.24,0.29,112,0.2715,59
2025-08-29 10:02:00,0.3,0.3,0.29,0.3,113,0.2975,54
2025-08-29 10:03:00,0.31,0.37,0.29,0.36,228,0.3292,74
2025-08-29 10:04:00,0.37,0.43,0.36,0.43,72,0.396,22
2025-08-29 10:05:00,0.43,0.5,0.42,0.5,221,0.4395,29
2025-08-29 10:06:00,0.5,0.53,0.46,0.53,147,0.501,41
2025-08-29 10:07:00,0.52,0.55,0.49,0.49,180,0.5244,40
2025-08-29 10:08:00,0.52,0.55,0.5,0.54,43,0.5293,29
2025-08-29 10:09:00,0.55,0.57,0.51,0.51,118,0.5331,28
2025-08-29 10:10:00,0.51,0.52,0.46,0.52,42,0.4731,24
2025-08-29 10:11:00,0.51,0.52,0.5,0.52,128,0.5105,15
2025-08-29 10:12:00,0.53,0.53,0.5,0.5,33,0.5191,19
2025-08-29 10:13:00,0.51,0.52,0.46,0.46,45,0.4958,28
2025-08-29 10:14:00,0.45,0.45,0.43,0.45,21,0.4457,9
2025-08-29 10:15:00,0.44,0.53,0.44,0.52,199,0.5217,20
2025-08-29 10:16:00,0.53,0.54,0.51,0.52,26,0.5177,15
2025-08-29 10:17:00,0.47,0.47,0.44,0.45,24,0.4517,14
2025-08-29 10:18:00,0.46,0.47,0.45,0.45,11,0.4564,4
2025-08-29 10:19:00,0.48,0.48,0.46,0.46,9,0.4733,4
2025-08-29 10:20:00,0.45,0.45,0.39,0.39,26,0.3938,7
2025-08-29 10:21:00,0.38,0.38,0.35,0.35,16,0.3756,7
2025-08-29 10:22:00,0.36,0.4,0.35,0.4,42,0.3826,7
2025-08-29 10:23:00,0.39,0.39,0.39,0.39,50,0.39,1
2025-08-29 10:24:00,0.4,0.4,0.39,0.39,39,0.3918,6
2025-08-29 10:25:00,0.39,0.39,0.38,0.38,13,0.3892,2
2025-08-29 10:26:00,0.4,0.45,0.4,0.45,12,0.4308,7
2025-08-29 10:27:00,0.45,0.45,0.44,0.44,19,0.4442,7
2025-08-29 10:28:00,0.44,0.44,0.43,0.43,58,0.4393,11
2025-08-29 10:29:00,0.43,0.43,0.42,0.42,2,0.425,2
2025-08-29 10:31:00,0.36,0.38,0.36,0.36,8,0.3625,4
2025-08-29 10:32:00,0.37,0.37,0.35,0.36,15,0.3627,6
2025-08-29 10:33:00,0.33,0.34,0.32,0.32,9,0.3289,5
2025-08-29 10:34:00,0.33,0.34,0.33,0.34,17,0.3388,6
2025-08-29 10:35:00,0.34,0.34,0.34,0.34,5,0.34,1
2025-08-29 10:36:00,0.34,0.34,0.32,0.34,29,0.3283,4
2025-08-29 10:37:00,0.32,0.33,0.32,0.33,13,0.3215,4
2025-08-29 10:38:00,0.32,0.32,0.31,0.31,15,0.3153,11
2025-08-29 10:39:00,0.3,0.31,0.3,0.3,7,0.3057,5
2025-08-29 10:40:00,0.3,0.31,0.29,0.29,13,0.2923,4
2025-08-29 10:41:00,0.29,0.31,0.29,0.31,12,0.3033,6
2025-08-29 10:42:00,0.32,0.32,0.31,0.31,37,0.3195,3
2025-08-29 10:43:00,0.33,0.34,0.33,0.34,20,0.3345,4
2025-08-29 10:44:00,0.35,0.39,0.35,0.39,21,0.3552,8
2025-08-29 10:45:00,0.39,0.4,0.38,0.4,11,0.3945,6
2025-08-29 10:46:00,0.39,0.4,0.39,0.4,7,0.3929,6
2025-08-29 10:47:00,0.4,0.44,0.4,0.4,27,0.4211,13
2025-08-29 10:48:00,0.44,0.44,0.44,0.44,4,0.44,1
2025-08-29 10:49:00,0.45,0.46,0.45,0.46,8,0.455,5
2025-08-29 10:50:00,0.46,0.52,0.46,0.5,16,0.4819,9
2025-08-29 10:51:00,0.49,0.51,0.48,0.5,48,0.4969,15
2025-08-29 10:52:00,0.48,0.54,0.48,0.52,191,0.5136,14
2025-08-29 10:53:00,0.52,0.52,0.46,0.47,49,0.4724,9
2025-08-29 10:54:00,0.49,0.49,0.42,0.42,16,0.4331,8
2025-08-29 10:55:00,0.43,0.45,0.39,0.4,33,0.4236,10
2025-08-29 10:56:00,0.39,0.43,0.39,0.42,20,0.405,6
2025-08-29 10:57:00,0.42,0.43,0.42,0.43,35,0.4291,5
2025-08-29 10:58:00,0.44,0.44,0.43,0.44,4,0.4375,3
2025-08-29 10:59:00,0.44,0.44,0.41,0.41,15,0.4213,6
2025-08-29 11:00:00,0.42,0.42,0.38,0.38,13,0.41,6
2025-08-29 11:01:00,0.38,0.39,0.37,0.39,13,0.3838,8
2025-08-29 11:02:00,0.36,0.37,0.36,0.37,3,0.3667,3
2025-08-29 11:03:00,0.38,0.38,0.37,0.38,33,0.3794,13
2025-08-29 11:04:00,0.37,0.37,0.37,0.37,15,0.37,2
2025-08-29 11:05:00,0.36,0.37,0.36,0.36,12,0.3608,5
2025-08-29 11:06:00,0.36,0.37,0.36,0.36,6,0.3617,3
2025-08-29 11:07:00,0.35,0.35,0.32,0.32,306,0.3329,11
2025-08-29 11:08:00,0.3,0.33,0.3,0.33,3,0.3167,3
2025-08-29 11:09:00,0.3,0.31,0.3,0.31,11,0.3018,4
2025-08-29 11:10:00,0.31,0.32,0.31,0.31,46,0.3102,8
2025-08-29 11:11:00,0.32,0.32,0.31,0.31,37,0.317,6
2025-08-29 11:12:00,0.33,0.33,0.31,0.31,7,0.3143,3
2025-08-29 11:13:00,0.32,0.32,0.31,0.31,16,0.3131,3
2025-08-29 11:14:00,0.32,0.32,0.32,0.32,1,0.32,1
2025-08-29 11:15:00,0.33,0.33,0.32,0.32,7,0.3229,3
2025-08-29 11:16:00,0.32,0.32,0.31,0.31,12,0.3192,3
2025-08-29 11:17:00,0.32,0.33,0.31,0.33,3,0.32,3
2025-08-29 11:19:00,0.34,0.34,0.34,0.34,1,0.34,1
2025-08-29 11:20:00,0.33,0.33,0.33,0.33,3,0.33,2
2025-08-29 11:21:00,0.34,0.34,0.34,0.34,8,0.34,3
2025-08-29 11:23:00,0.31,0.31,0.31,0.31,16,0.31,2
2025-08-29 11:25:00,0.3,0.3,0.3,0.3,2,0.3,1
2025-08-29 11:26:00,0.28,0.28,0.27,0.27,6,0.275,5
2025-08-29 11:27:00,0.28,0.3,0.28,0.3,12,0.29,3
2025-08-29 11:28:00,0.28,0.28,0.28,0.28,10,0.28,1
2025-08-29 11:29:00,0.3,0.31,0.3,0.31,7,0.3086,4
2025-08-29 11:30:00,0.3,0.33,0.3,0.33,6,0.305,4
2025-08-29 11:31:00,0.33,0.34,0.33,0.34,11,0.3391,2
2025-08-29 11:32:00,0.35,0.35,0.33,0.34,13,0.34,4
2025-08-29 11:33:00,0.33,0.33,0.33,0.33,1,0.33,1
2025-08-29 11:34:00,0.34,0.34,0.34,0.34,3,0.34,2
2025-08-29 11:36:00,0.33,0.33,0.32,0.33,9,0.3267,3
2025-08-29 11:37:00,0.3,0.3,0.3,0.3,16,0.3,3
2025-08-29 11:38:00,0.31,0.31,0.31,0.31,21,0.31,2
2025-08-29 11:40:00,0.33,0.33,0.33,0.33,1,0.33,1
2025-08-29 11:41:00,0.33,0.33,0.3,0.3,119,0.3215,11
2025-08-29 11:42:00,0.31,0.31,0.31,0.31,42,0.31,2
2025-08-29 11:43:00,0.33,0.33,0.33,0.33,1,0.33,1
2025-08-29 11:44:00,0.32,0.32,0.32,0.32,1,0.32,1
2025-08-29 11:45:00,0.33,0.33,0.32,0.32,21,0.3205,2
2025-08-29 11:46:00,0.33,0.33,0.32,0.32,62,0.3206,7
2025-08-29 11:47:00,0.33,0.33,0.33,0.33,10,0.33,1
2025-08-29 11:48:00,0.32,0.32,0.32,0.32,1,0.32,1
2025-08-29 11:49:00,0.32,0.33,0.32,0.33,110,0.3209,10
2025-08-29 11:50:00,0.34,0.35,0.34,0.35,13,0.3477,4
2025-08-29 11:51:00,0.35,0.36,0.34,0.35,217,0.35,5
2025-08-29 11:53:00,0.34,0.34,0.34,0.34,1,0.34,1
2025-08-29 11:54:00,0.34,0.34,0.34,0.34,1,0.34,1
2025-08-29 11:56:00,0.32,0.32,0.32,0.32,2,0.32,1
2025-08-29 11:57:00,0.34,0.34,0.33,0.33,15,0.3307,5
2025-08-29 11:58:00,0.34,0.34,0.34,0.34,5,0.34,1
2025-08-29 12:00:00,0.31,0.31,0.31,0.31,3,0.31,2
2025-08-29 12:01:00,0.31,0.31,0.3,0.3,4,0.305,2
2025-08-29 12:02:00,0.31,0.31,0.29,0.29,102,0.2902,3
2025-08-29 12:03:00,0.3,0.3,0.29,0.29,4,0.295,2
2025-08-29 12:04:00,0.29,0.29,0.28,0.28,101,0.2899,10
2025-08-29 12:05:00,0.29,0.3,0.29,0.3,2,0.295,2
2025-08-29 12:06:00,0.31,0.31,0.3,0.3,3,0.3033,2
2025-08-29 12:07:00,0.3,0.3,0.28,0.28,3,0.2933,2
2025-08-29 12:08:00,0.29,0.29,0.29,0.29,3,0.29,2
2025-08-29 12:09:00,0.28,0.28,0.28,0.28,1,0.28,1
2025-08-29 12:10:00,0.29,0.29,0.27,0.27,2,0.28,2
2025-08-29 12:11:00,0.27,0.28,0.26,0.26,44,0.2707,5
2025-08-29 12:13:00,0.25,0.25,0.25,0.25,2,0.25,2
2025-08-29 12:14:00,0.27,0.27,0.26,0.26,19,0.2695,3
2025-08-29 12:15:00,0.26,0.26,0.25,0.25,106,0.2599,4
2025-08-29 12:16:00,0.25,0.25,0.25,0.25,7,0.25,2
2025-08-29 12:20:00,0.27,0.27,0.27,0.27,1,0.27,1
2025-08-29 12:21:00,0.26,0.26,0.26,0.26,7,0.26,1
2025-08-29 12:22:00,0.25,0.25,0.25,0.25,1,0.25,1
2025-08-29 12:23:00,0.25,0.25,0.25,0.25,1,0.25,1
2025-08-29 12:25:00,0.26,0.26,0.26,0.26,5,0.26,1
