timestamp,date,strategy,spy_price,pnl,confidence,reason,market_regime,win_loss,hour,balance_after,cumulative_pnl
2024-01-02 10:30:00,2024-01-02,BEAR_CALL_SPREAD,458.0,-61.07713248179154,38.415727713737034,Bearish market - Bear Call Spread for directional credit,BEARISH,LOSS,10,24938.92286751821,-61.07713248179154
2024-01-02 12:30:00,2024-01-02,BEAR_CALL_SPREAD,458.0,-65.37875127669344,38.415727713737034,Bearish market - Bear Call Spread for directional credit,BEARISH,LOSS,12,24934.621248723306,-126.45588375848497
2024-01-02 14:30:00,2024-01-02,BEAR_CALL_SPREAD,458.0,13.333253966058518,38.415727713737034,Bearish market - Bear Call Spread for directional credit,BEARISH,WIN,14,25013.33325396606,-113.12262979242645
2024-01-03 10:30:00,2024-01-03,BEAR_CALL_SPREAD,457.0,20.12962732817209,39.36963624526955,Bearish market - Bear Call Spread for directional credit,BEARISH,WIN,10,24907.006997535747,-92.99300246425436
2024-01-03 12:30:00,2024-01-03,BEAR_CALL_SPREAD,457.0,22.551300593187513,39.36963624526955,Bearish market - Bear Call Spread for directional credit,BEARISH,WIN,12,24909.42867080076,-70.44170187106684
2024-01-03 14:30:00,2024-01-03,BEAR_CALL_SPREAD,457.0,13.855771868223542,39.36963624526955,Bearish market - Bear Call Spread for directional credit,BEARISH,WIN,14,24900.7331420758,-56.5859300028433
2024-01-04 10:30:00,2024-01-04,BEAR_CALL_SPREAD,459.0,-63.144155207989655,39.34275309016087,Bearish market - Bear Call Spread for directional credit,BEARISH,LOSS,10,24880.26991478917,-119.73008521083295
2024-01-04 12:30:00,2024-01-04,BEAR_CALL_SPREAD,459.0,12.55613709197836,39.34275309016087,Bearish market - Bear Call Spread for directional credit,BEARISH,WIN,12,24955.970207089136,-107.1739481188546
2024-01-04 14:30:00,2024-01-04,BEAR_CALL_SPREAD,459.0,-64.21917136621393,39.34275309016087,Bearish market - Bear Call Spread for directional credit,BEARISH,LOSS,14,24879.194898630943,-171.39311948506852
2024-01-05 10:30:00,2024-01-05,BEAR_CALL_SPREAD,459.0,20.247323342021883,39.159103266879406,Bearish market - Bear Call Spread for directional credit,BEARISH,WIN,10,24848.854203856954,-151.14579614304665
2024-01-05 12:30:00,2024-01-05,BEAR_CALL_SPREAD,459.0,-78.81851184734145,39.159103266879406,Bearish market - Bear Call Spread for directional credit,BEARISH,LOSS,12,24749.788368667592,-229.9643079903881
2024-01-05 14:30:00,2024-01-05,BEAR_CALL_SPREAD,459.0,19.9890611035882,39.159103266879406,Bearish market - Bear Call Spread for directional credit,BEARISH,WIN,14,24848.59594161852,-209.9752468867999
2024-01-08 10:30:00,2024-01-08,BEAR_CALL_SPREAD,458.0,-63.371010035094095,38.486428260849664,Bearish market - Bear Call Spread for directional credit,BEARISH,LOSS,10,24726.653743078106,-273.346256921894
2024-01-08 12:30:00,2024-01-08,BEAR_CALL_SPREAD,458.0,22.576784092416755,38.486428260849664,Bearish market - Bear Call Spread for directional credit,BEARISH,WIN,12,24812.601537205617,-250.76947282947725
2024-01-08 14:30:00,2024-01-08,BEAR_CALL_SPREAD,458.0,16.415704766161422,38.486428260849664,Bearish market - Bear Call Spread for directional credit,BEARISH,WIN,14,24806.440457879362,-234.35376806331584
2024-01-09 10:30:00,2024-01-09,BEAR_CALL_SPREAD,461.0,22.016697431528787,43.257066343846,Bearish market - Bear Call Spread for directional credit,BEARISH,WIN,10,24787.662929368213,-212.33707063178704
2024-01-09 12:30:00,2024-01-09,BEAR_CALL_SPREAD,461.0,-69.72433932992452,43.257066343846,Bearish market - Bear Call Spread for directional credit,BEARISH,LOSS,12,24695.92189260676,-282.06140996171155
2024-01-09 14:30:00,2024-01-09,BEAR_CALL_SPREAD,461.0,17.00759706273142,43.257066343846,Bearish market - Bear Call Spread for directional credit,BEARISH,WIN,14,24782.653828999417,-265.05381289898014
2024-01-10 10:30:00,2024-01-10,BEAR_CALL_SPREAD,460.0,14.672364181655542,42.98762408139618,Bearish market - Bear Call Spread for directional credit,BEARISH,WIN,10,24749.618551282678,-250.3814487173246
2024-01-10 12:30:00,2024-01-10,BEAR_CALL_SPREAD,460.0,-70.51647404888375,42.98762408139618,Bearish market - Bear Call Spread for directional credit,BEARISH,LOSS,12,24664.429713052137,-320.89792276620835
2024-01-10 14:30:00,2024-01-10,BEAR_CALL_SPREAD,460.0,12.567621598274384,42.98762408139618,Bearish market - Bear Call Spread for directional credit,BEARISH,WIN,14,24747.513808699296,-308.33030116793395
2024-01-11 10:30:00,2024-01-11,BEAR_CALL_SPREAD,461.0,19.140806439094188,39.26955558924653,Bearish market - Bear Call Spread for directional credit,BEARISH,WIN,10,24710.810505271158,-289.18949472883975
2024-01-11 12:30:00,2024-01-11,BEAR_CALL_SPREAD,461.0,-54.86010935946793,39.26955558924653,Bearish market - Bear Call Spread for directional credit,BEARISH,LOSS,12,24636.8095894726,-344.04960408830766
2024-01-11 14:30:00,2024-01-11,BEAR_CALL_SPREAD,461.0,-56.11415324351061,39.26955558924653,Bearish market - Bear Call Spread for directional credit,BEARISH,LOSS,14,24635.555545588555,-400.16375733181826
2024-01-12 10:30:00,2024-01-12,BEAR_CALL_SPREAD,464.0,-69.16739148336332,39.54510947622727,Bearish market - Bear Call Spread for directional credit,BEARISH,LOSS,10,24530.66885118482,-469.33114881518156
2024-01-12 12:30:00,2024-01-12,BEAR_CALL_SPREAD,464.0,-63.07518589209798,39.54510947622727,Bearish market - Bear Call Spread for directional credit,BEARISH,LOSS,12,24536.761056776082,-532.4063347072795
2024-01-12 14:30:00,2024-01-12,BEAR_CALL_SPREAD,464.0,-53.59794269160669,39.54510947622727,Bearish market - Bear Call Spread for directional credit,BEARISH,LOSS,14,24546.238299976576,-586.0042773988862
2024-01-16 10:30:00,2024-01-16,BEAR_CALL_SPREAD,462.0,-58.34495025777089,38.580174694579526,Bearish market - Bear Call Spread for directional credit,BEARISH,LOSS,10,24355.650772343342,-644.349227656657
2024-01-16 12:30:00,2024-01-16,BEAR_CALL_SPREAD,462.0,22.247711795745808,38.580174694579526,Bearish market - Bear Call Spread for directional credit,BEARISH,WIN,12,24436.24343439686,-622.1015158609113
2024-01-16 14:30:00,2024-01-16,BEAR_CALL_SPREAD,462.0,15.618523315127339,38.580174694579526,Bearish market - Bear Call Spread for directional credit,BEARISH,WIN,14,24429.61424591624,-606.4829925457839
2024-01-17 10:30:00,2024-01-17,BEAR_CALL_SPREAD,462.0,-53.618181758369104,38.77148551960446,Bearish market - Bear Call Spread for directional credit,BEARISH,LOSS,10,24339.898825695847,-660.101174304153
2024-01-17 12:30:00,2024-01-17,BEAR_CALL_SPREAD,462.0,16.161943001170737,38.77148551960446,Bearish market - Bear Call Spread for directional credit,BEARISH,WIN,12,24409.678950455385,-643.9392313029823
2024-01-17 14:30:00,2024-01-17,BEAR_CALL_SPREAD,462.0,-68.20669428790401,38.77148551960446,Bearish market - Bear Call Spread for directional credit,BEARISH,LOSS,14,24325.310313166312,-712.1459255908863
2024-01-18 10:30:00,2024-01-18,BEAR_CALL_SPREAD,465.0,23.64631158959597,43.779673415761444,Bearish market - Bear Call Spread for directional credit,BEARISH,WIN,10,24311.50038599871,-688.4996140012904
2024-01-18 12:30:00,2024-01-18,BEAR_CALL_SPREAD,465.0,13.596918960740984,43.779673415761444,Bearish market - Bear Call Spread for directional credit,BEARISH,WIN,12,24301.450993369854,-674.9026950405495
2024-01-18 14:30:00,2024-01-18,BEAR_CALL_SPREAD,465.0,12.012749575523195,43.779673415761444,Bearish market - Bear Call Spread for directional credit,BEARISH,WIN,14,24299.866823984634,-662.8899454650262
2024-01-19 10:30:00,2024-01-19,BEAR_CALL_SPREAD,465.0,-50.17764084986099,43.904512768723954,Bearish market - Bear Call Spread for directional credit,BEARISH,LOSS,10,24286.93241368511,-713.0675863148872
2024-01-19 12:30:00,2024-01-19,BEAR_CALL_SPREAD,465.0,21.36728685284237,43.904512768723954,Bearish market - Bear Call Spread for directional credit,BEARISH,WIN,12,24358.477341387814,-691.7002994620448
2024-01-19 14:30:00,2024-01-19,BEAR_CALL_SPREAD,465.0,-70.83411903658234,43.904512768723954,Bearish market - Bear Call Spread for directional credit,BEARISH,LOSS,14,24266.27593549839,-762.5344184986271
2024-01-22 10:30:00,2024-01-22,BEAR_CALL_SPREAD,468.0,-77.61564245571675,39.18733892360493,Bearish market - Bear Call Spread for directional credit,BEARISH,LOSS,10,24159.849939045656,-840.1500609543439
2024-01-22 12:30:00,2024-01-22,BEAR_CALL_SPREAD,468.0,-62.2933751272641,39.18733892360493,Bearish market - Bear Call Spread for directional credit,BEARISH,LOSS,12,24175.172206374107,-902.443436081608
2024-01-22 14:30:00,2024-01-22,BEAR_CALL_SPREAD,468.0,-79.22285514408726,39.18733892360493,Bearish market - Bear Call Spread for directional credit,BEARISH,LOSS,14,24158.242726357286,-981.6662912256952
2024-01-23 10:30:00,2024-01-23,BEAR_CALL_SPREAD,468.0,13.814328515375607,40.220060612435404,Bearish market - Bear Call Spread for directional credit,BEARISH,WIN,10,24032.14803728968,-967.8519627103196
2024-01-23 12:30:00,2024-01-23,BEAR_CALL_SPREAD,468.0,23.38421277973854,40.220060612435404,Bearish market - Bear Call Spread for directional credit,BEARISH,WIN,12,24041.717921554045,-944.4677499305811
2024-01-23 14:30:00,2024-01-23,BEAR_CALL_SPREAD,468.0,21.615496628494384,40.220060612435404,Bearish market - Bear Call Spread for directional credit,BEARISH,WIN,14,24039.9492054028,-922.8522533020868
2024-01-24 10:30:00,2024-01-24,BEAR_CALL_SPREAD,469.0,22.091767824659236,42.95244497150256,Bearish market - Bear Call Spread for directional credit,BEARISH,WIN,10,24099.239514522575,-900.7604854774276
2024-01-24 12:30:00,2024-01-24,BEAR_CALL_SPREAD,469.0,22.686262523108706,42.95244497150256,Bearish market - Bear Call Spread for directional credit,BEARISH,WIN,12,24099.834009221024,-878.0742229543189
2024-01-24 14:30:00,2024-01-24,BEAR_CALL_SPREAD,469.0,19.9857573121362,42.95244497150256,Bearish market - Bear Call Spread for directional credit,BEARISH,WIN,14,24097.133504010053,-858.0884656421827
2024-01-25 10:30:00,2024-01-25,BEAR_CALL_SPREAD,469.0,22.12580645145824,38.6297566166031,Bearish market - Bear Call Spread for directional credit,BEARISH,WIN,10,24164.03734080928,-835.9626591907244
