date,daily_pnl,balance,return_pct
2024-01-02 00:00:00,-113.12262979242645,24886.877370207574,-0.4524905191697035
2024-01-03 00:00:00,56.536699789583146,24943.414069997158,-0.22634372001136943
2024-01-04 00:00:00,-114.80718948222523,24828.606880514933,-0.6855724779402663
2024-01-05 00:00:00,-38.58212740173137,24790.0247531132,-0.8399009875471967
2024-01-08 00:00:00,-24.37852117651592,24765.646231936684,-0.9374150722532649
2024-01-09 00:00:00,-30.700044835664315,24734.94618710102,-1.060215251595917
2024-01-10 00:00:00,-43.27648826895383,24691.669698832065,-1.2333212046717381
2024-01-11 00:00:00,-91.83345616388434,24599.83624266818,-1.600655029327274
2024-01-12 00:00:00,-185.84052006706798,24413.995722601114,-2.3440171095955447
2024-01-16 00:00:00,-20.47871514689774,24393.517007454215,-2.425931970183141
2024-01-17 00:00:00,-105.66293304510238,24287.85407440911,-2.848583702363554
2024-01-18 00:00:00,49.25598012586015,24337.110054534973,-2.6515597818601093
2024-01-19 00:00:00,-99.64447303360096,24237.465581501372,-3.0501376739945116
2024-01-22 00:00:00,-219.13187272706813,24018.333708774306,-3.926665164902777
2024-01-23 00:00:00,58.81403792360853,24077.147746697916,-3.691409013208337
2024-01-24 00:00:00,64.76378765990414,24141.91153435782,-3.4323538625687218
2024-01-25 00:00:00,-24.87566069029876,24117.035873667523,-3.53185650532991
2024-01-26 00:00:00,-121.99799829315012,23995.03787537437,-4.019848498502513
2024-01-29 00:00:00,-31.918689785545997,23963.119185588825,-4.147523257644702
2024-01-30 00:00:00,-8.592646960270624,23954.526538628554,-4.181893845485785
2024-01-31 00:00:00,-47.326505113260566,23907.20003351529,-4.371199865938833
2024-02-01 00:00:00,-98.12312079362988,23809.076912721663,-4.76369234911335
2024-02-02 00:00:00,-32.718660478740446,23776.35825224292,-4.894566991028318
2024-02-05 00:00:00,-21.37635399984886,23754.981898243073,-4.9800724070277065
2024-02-06 00:00:00,-19.397324695033532,23735.58457354804,-5.057661705807841
2024-02-07 00:00:00,-87.40961219473792,23648.174961353303,-5.407300154586788
2024-02-08 00:00:00,49.210416597556744,23697.38537795086,-5.210458488196556
2024-02-09 00:00:00,-19.72516872065996,23677.660209230202,-5.289359163079192
2024-02-12 00:00:00,-26.951821662488832,23650.708387567713,-5.397166449729149
2024-02-13 00:00:00,50.66521186896011,23701.373599436673,-5.19450560225331
2024-02-14 00:00:00,-25.039103962189387,23676.334495474483,-5.29466201810207
2024-02-15 00:00:00,-27.47447479080209,23648.86002068368,-5.4045599172652725
2024-02-16 00:00:00,-48.63599231473309,23600.22402836895,-5.599103886524201
2024-02-20 00:00:00,-18.84163191608485,23581.382396452864,-5.674470414188545
2024-02-21 00:00:00,-111.66012781683766,23469.722268636026,-6.1211109254558975
2024-02-22 00:00:00,-138.95206208047452,23330.77020655555,-6.676919173777803
2024-02-23 00:00:00,-9.252873327979351,23321.51733322757,-6.713930667089721
2024-02-26 00:00:00,-33.196015930234466,23288.321317297334,-6.846714730810666
2024-02-27 00:00:00,-111.37659879298886,23176.944718504346,-7.292221125982615
2024-02-28 00:00:00,-18.71251589297485,23158.232202611372,-7.36707118955451
2024-02-29 00:00:00,57.38968229348577,23215.62188490486,-7.13751246038056
2024-03-01 00:00:00,51.81155223764543,23267.433437142507,-6.930266251429974
2024-03-04 00:00:00,-32.7660236304943,23234.667413512012,-7.061330345951952
2024-03-05 00:00:00,-22.153726484922245,23212.51368702709,-7.149945251891637
2024-03-06 00:00:00,-117.24355322540028,23095.270133801692,-7.618919464793231
2024-03-07 00:00:00,54.651930038387476,23149.92206384008,-7.400311744639679
2024-03-08 00:00:00,-19.890507838302394,23130.031556001777,-7.479873775992892
2024-03-11 00:00:00,-26.94541944618615,23103.08613655559,-7.587655453777639
2024-03-12 00:00:00,-110.02581998834029,22993.06031656725,-8.027758733730996
2024-03-13 00:00:00,-106.13277544820065,22886.92754111905,-8.4522898355238
2024-03-14 00:00:00,-25.590347257150327,22861.3371938619,-8.554651224552407
2024-03-15 00:00:00,56.19285522679417,22917.53004908869,-8.329879803645234
2024-03-18 00:00:00,-36.47350405397384,22881.056545034717,-8.475773819861134
2024-03-19 00:00:00,-89.3065949618501,22791.749950072866,-8.833000199708534
2024-03-20 00:00:00,-116.73942935723612,22675.01052071563,-9.299957917137478
2024-03-21 00:00:00,-122.2461396840522,22552.76438103158,-9.788942475873686
2024-03-22 00:00:00,60.40149710952333,22613.165878141102,-9.54733648743559
2024-03-25 00:00:00,-96.13205770359896,22517.033820437504,-9.931864718249985
2024-03-26 00:00:00,-113.39287980741747,22403.640940630088,-10.385436237479647
2024-03-27 00:00:00,-18.343862798606693,22385.29707783148,-10.458811688674077
2024-03-28 00:00:00,-17.932581579642882,22367.364496251837,-10.53054201499265
2024-04-01 00:00:00,-34.01679299203905,22333.3477032598,-10.666609186960805
2024-04-02 00:00:00,-20.163227831456183,22313.18447542834,-10.747262098286637
2024-04-03 00:00:00,-10.106179428606175,22303.078295999734,-10.787686816001063
2024-04-04 00:00:00,54.05128363223072,22357.129579631965,-10.571481681472141
2024-04-05 00:00:00,56.422465806492255,22413.552045438457,-10.345791818246171
2024-04-08 00:00:00,-30.714069831323748,22382.837975607134,-10.468648097571466
2024-04-09 00:00:00,-118.81361050865125,22264.02436509848,-10.943902539606075
2024-04-10 00:00:00,-117.43505466042467,22146.589310438056,-11.413642758247777
2024-04-11 00:00:00,-40.78346472016761,22105.80584571789,-11.576776617128445
2024-04-12 00:00:00,-40.82179487110088,22064.984050846786,-11.740063796612855
2024-04-15 00:00:00,-90.9739581119619,21974.010092734825,-12.1039596290607
2024-04-16 00:00:00,53.19232830938526,22027.20242104421,-11.891190315823158
2024-04-17 00:00:00,54.77284642981347,22081.975267474023,-11.672098930103909
2024-04-18 00:00:00,48.26262501110879,22130.237892485133,-11.479048430059468
2024-04-19 00:00:00,-200.90402594407016,21929.333866541063,-12.282664533835748
2024-04-22 00:00:00,55.386550440637265,21984.7204169817,-12.061118332073194
2024-04-23 00:00:00,-94.28551193882319,21890.43490504288,-12.438260379828483
2024-04-24 00:00:00,-29.414472952197304,21861.02043209068,-12.555918271637273
2024-04-25 00:00:00,-94.81756552730045,21766.20286656338,-12.935188533746478
2024-04-26 00:00:00,57.750284719006146,21823.953151282385,-12.70418739487046
2024-04-29 00:00:00,-35.452727441519976,21788.500423840866,-12.845998304636538
2024-04-30 00:00:00,-47.94045850352185,21740.559965337343,-13.037760138650627
2024-05-01 00:00:00,-17.695187693214038,21722.86477764413,-13.108540889423487
2024-05-02 00:00:00,-20.653367516689872,21702.21141012744,-13.191154359490248
2024-05-03 00:00:00,-115.02324927246316,21587.188160854974,-13.651247356580104
2024-05-06 00:00:00,-124.5104426683039,21462.67771818667,-14.149289127253317
2024-05-07 00:00:00,-27.960841952535077,21434.716876234135,-14.261132495063459
2024-05-08 00:00:00,47.76821279395875,21482.485089028094,-14.070059643887623
2024-05-09 00:00:00,54.76532888471401,21537.25041791281,-13.850998328348767
2024-05-10 00:00:00,-12.109665379473185,21525.140752533334,-13.899436989866661
2024-05-13 00:00:00,-44.458250147353894,21480.682502385982,-14.077269990456074
2024-05-14 00:00:00,51.598841559290214,21532.281343945273,-13.870874624218906
2024-05-15 00:00:00,-132.55024128576147,21399.731102659513,-14.40107558936195
2024-05-16 00:00:00,43.07180759955294,21442.802910259066,-14.228788358963735
2024-05-17 00:00:00,55.075927035856395,21497.878837294924,-14.008484650820305
2024-05-20 00:00:00,-8.4387692492353,21489.44006804569,-14.042239727817243
2024-05-21 00:00:00,45.44415158547843,21534.884219631167,-13.86046312147533
2024-05-22 00:00:00,53.6930644207028,21588.57728405187,-13.645690863792522
2024-05-23 00:00:00,-34.781243889135965,21553.796040162735,-13.78481583934906
2024-05-24 00:00:00,-129.49839822394966,21424.297641938785,-14.302809432244858
2024-05-28 00:00:00,-124.64060288191713,21299.657039056867,-14.801371843772532
2024-05-29 00:00:00,-49.85000131808184,21249.807037738785,-15.000771849044861
