date,daily_pnl,balance,return_pct
2024-01-02 00:00:00,-129.7686114629506,24870.23138853705,-0.5190744458518021
2024-01-03 00:00:00,-104.26154327694621,24765.969845260104,-0.9361206189595832
2024-01-04 00:00:00,51.63920359740429,24817.60904885751,-0.7295638045699598
2024-01-05 00:00:00,-28.8550028206664,24788.754046036844,-0.8449838158526254
2024-01-08 00:00:00,48.498092495128304,24837.25213853197,-0.6509914458721178
2024-01-09 00:00:00,-19.824830567510475,24817.42730796446,-0.7302907681421639
2024-01-10 00:00:00,-104.01413601685559,24713.413171947603,-1.1463473122095893
2024-01-11 00:00:00,52.72028539086054,24766.133457338463,-0.9354661706461483
2024-01-12 00:00:00,-33.333046921236175,24732.800410417225,-1.0687983583310996
2024-01-16 00:00:00,-115.67450626903556,24617.12590414819,-1.5314963834072406
2024-01-17 00:00:00,49.91890170544584,24667.044805853635,-1.3318207765854604
2024-01-18 00:00:00,46.65306173126814,24713.697867584902,-1.1452085296603909
2024-01-19 00:00:00,-119.93752365043026,24593.76034393447,-1.6249586242621152
2024-01-22 00:00:00,-15.998105146719539,24577.762238787753,-1.688951044848989
2024-01-23 00:00:00,42.69142899589305,24620.453667783644,-1.518185328865424
2024-01-24 00:00:00,53.57161183495975,24674.025279618603,-1.3038988815255872
2024-01-25 00:00:00,-41.17762435603098,24632.847655262573,-1.4686093789497099
2024-01-26 00:00:00,-102.43832128848024,24530.409333974094,-1.8783626641036242
2024-01-29 00:00:00,-106.76878513529432,24423.6405488388,-2.3054378046447965
2024-01-30 00:00:00,-28.155813940934138,24395.484734897866,-2.4180610604085375
2024-01-31 00:00:00,-17.672125714072983,24377.81260918379,-2.488749563264835
2024-02-01 00:00:00,-18.46029931637667,24359.352309867416,-2.562590760530336
2024-02-02 00:00:00,-17.947791838217626,24341.404518029198,-2.634381927883209
2024-02-05 00:00:00,-125.15778816958503,24216.246729859613,-3.135013080561548
2024-02-06 00:00:00,-29.243185651227165,24187.003544208386,-3.251985823166455
2024-02-07 00:00:00,-38.90739380538596,24148.096150403002,-3.4076153983879918
2024-02-08 00:00:00,-6.761595618199973,24141.3345547848,-3.434661780860799
2024-02-09 00:00:00,-109.17564653249528,24032.158908252306,-3.8713643669907762
2024-02-12 00:00:00,-9.175535858295731,24022.98337239401,-3.90806651042396
2024-02-13 00:00:00,-122.24785978695623,23900.735512607054,-4.397057949571783
2024-02-14 00:00:00,-34.61427185600741,23866.121240751047,-4.535515036995814
2024-02-15 00:00:00,-195.25381867359238,23670.867422077456,-5.316530311690178
2024-02-16 00:00:00,54.37823153188617,23725.24565360934,-5.099017385562635
2024-02-20 00:00:00,55.99462239761293,23781.240276006953,-4.87503889597219
2024-02-21 00:00:00,47.27877270021424,23828.519048707167,-4.685923805171333
2024-02-22 00:00:00,-124.23146906419805,23704.28757964297,-5.182849681428124
2024-02-23 00:00:00,49.653980922199416,23753.941560565167,-4.984233757739333
2024-02-26 00:00:00,-18.27047521816493,23735.671085347003,-5.057315658611987
2024-02-27 00:00:00,-23.716124498065412,23711.954960848936,-5.152180156604256
2024-02-28 00:00:00,-13.399854119170655,23698.555106729764,-5.205779573080945
2024-02-29 00:00:00,-134.27710119751242,23564.27800553225,-5.742887977870996
2024-03-01 00:00:00,-36.098222325228,23528.179783207022,-5.88728086717191
2024-03-04 00:00:00,-121.42609303175139,23406.753690175272,-6.372985239298911
2024-03-05 00:00:00,-102.0986105655741,23304.655079609696,-6.781379681561214
2024-03-06 00:00:00,53.783415105518216,23358.438494715214,-6.566246021139143
2024-03-07 00:00:00,-116.27222474807984,23242.166269967132,-7.03133492013147
2024-03-08 00:00:00,58.913689511696546,23301.07995947883,-6.795680162084682
2024-03-11 00:00:00,-108.7769788427604,23192.30298063607,-7.230788077455727
2024-03-12 00:00:00,-21.24156591133051,23171.061414724736,-7.315754341101055
2024-03-13 00:00:00,-32.30080405190412,23138.76061067283,-7.444957557308676
2024-03-14 00:00:00,-200.06907297538459,22938.691537697447,-8.245233849210214
2024-03-15 00:00:00,-37.041078931822014,22901.650458765624,-8.393398164937507
2024-03-18 00:00:00,-47.29789902260544,22854.35255974302,-8.582589761027922
2024-03-19 00:00:00,52.900368677390865,22907.25292842041,-8.37098828631836
2024-03-20 00:00:00,-12.55076741298592,22894.702161007423,-8.42119135597031
2024-03-21 00:00:00,-10.183687918292826,22884.51847308913,-8.461926107643478
2024-03-22 00:00:00,-13.294270477183712,22871.224202611946,-8.515103189552217
2024-03-25 00:00:00,-17.701281825724305,22853.52292078622,-8.585908316855114
2024-03-26 00:00:00,-19.691286234776623,22833.831634551443,-8.664673461794226
2024-03-27 00:00:00,-114.52935754558939,22719.302277005852,-9.12279089197659
2024-03-28 00:00:00,58.582990766305294,22777.88526777216,-8.888458928911366
2024-04-01 00:00:00,-20.026406262793046,22757.858861509365,-8.96856455396254
